,can,active,decoy,score,time
983,Cc1ccccc1NC(=O)C2=C(NC3=C([C@H]2c4ccc(s4)C)C(=O)C[C@H](C3)c5ccc(c(c5)OC)OC)C,0,1,-7.3,27.95551372
984,CCC(CC)c1cc(nc(n1)c2ccncc2)[C@H]3C[NH+]4CC[C@H]3C[C@@H]4CNC(=O)NCc5ccccc5,0,1,-8,32.08593011
985,Cc1cccc(c1)COc2ccc(cc2C[NH2+][C@H](C)c3ccccc3)Cl,0,1,-9.3,12.64716983
986,C[C@H]1C(=c2cc(ccc2=[NH+]1)OC(F)(F)F)CCNS(=O)(=O)c3ccc(cc3)C(C)(C)C,0,1,-9,20.10878849
987,C[C@@H](c1ccc(cc1)Cl)[NH2+]Cc2c(nc3n2cccc3)c4ccccc4,0,1,-9.6,11.04385495
988,c1cc(cc(c1)NC(=O)c2ccc(cc2Cl)Cl)c3nccs3,0,1,-8,7.972427368
989,c1ccc(c(c1)NC(=O)c2ccc(=O)[nH]c2)I,0,1,-7.8,4.336607933
990,CC1(Cc2c(cnn2c3ccc(cc3)F)[C@@H](C1)NC4CC[NH+](CC4)Cc5ccco5)C,0,1,-6.9,15.53977442
991,CC1=[NH+]C(=CC2=c3ccccc3=[NH+][C@@H]12)/C(=N/c4nnc(s4)c5ccc(cc5)C(C)(C)C)/[O-],0,1,-10,16.4823525
992,C/C(=N\Nc1nc(cs1)c2cc3ccccc3oc2=O)/c4ccc(cc4Cl)Cl,0,1,-9.4,9.841399431
993,Cc1cc(ccc1F)C(=O)N[C@@H](C)c2cccc(c2)Cl,0,1,-8.7,6.249628782
994,C[C@H]1C[C@@H](c2c(cccc2N1)N)N3CCCC3=O,0,1,-7.7,4.519597769
995,CCOC(=O)c1c(c2cc(c(cc2[nH]1)OC)OC)NC(=O)C[NH+]3C[C@]4(C[C@@H]3CC(C4)(C)C)C,0,1,-6.4,21.29042482
996,c1cc(ccc1NC(=O)N[C@H]2CCN(C2)CC(F)(F)F)SC(F)(F)F,0,1,-7.6,11.36684132
997,CCC/C=C/[C@@H](C(=O)NC(C)(C)CC(C)(C)C)N(Cc1ccco1)C(=O)/C(=C/c2ccccc2)/c3ccccc3,0,1,-7.6,37.16078734
998,c1cc(ccc1c2c(noc2N)C[C@H]3C[C@H]4CC[C@@H]3C4)F,0,1,-8.7,8.258769751
999,CC[C@@H](C)c1ccc(cc1)N[C@H]2/C(=N/S(=O)(=O)c3ccc(cc3)F)/[NH+]=c4ccccc4=[NH+]2,0,1,-8.8,17.46712828
